CustomerKey,Customer Code,City,State,Name,Education,Occupation,CountryRegionKey
8430,19429,Kassel,Hesse,"Kelly, Jared",Bachelors,Clerical,2
8433,19432,Solingen,North Rhine-Westphalia,"Dominguez, Armando",Partial College,Manual,2
8439,19438,Berlin,Berlin,"Hu, Shannon",Graduate Degree,Clerical,2
8440,19439,Eilenburg,Saxony,"Xu, Franklin",Graduate Degree,Clerical,2
8444,19443,Stuttgart,Baden-Wuerttemberg,"Raman, Dominic",Partial College,Manual,2
8450,19449,Brunswick,Lower Saxony,"Yuan, Nuan",High School,Manual,2
8451,19450,Werne,North Rhine-Westphalia,"Lal, Keith",Bachelors,Clerical,2
8452,19451,Frankfurt,Hesse,"Sara, Pedro",Partial High School,Manual,2
8454,19453,Berlin,Berlin,"Rana, Veronica",Bachelors,Clerical,2
8455,19454,Neunkirchen,North Rhine-Westphalia,"Sharma, Roger",Bachelors,Clerical,2
8457,19456,Bottrop,North Rhine-Westphalia,"Perez, Jesse",High School,Manual,2
8473,19472,Paderborn,North Rhine-Westphalia,"Sara, Heidi",High School,Manual,2
8477,19476,Werne,North Rhine-Westphalia,"Anderson, Sarah",Bachelors,Professional,2
8483,19482,Paderborn,North Rhine-Westphalia,"Ortega, Andy",Partial College,Clerical,2
8497,19496,Frankfurt,Hesse,"Subram, Edgar",Partial College,Clerical,2
8502,19501,Solingen,North Rhine-Westphalia,"Edwards, Allison",Partial College,Clerical,2
8510,19509,Frankfurt,Hesse,"Suri, Nancy",Partial College,Clerical,2
8515,19514,Offenbach am Main,Hesse,"Rodriguez, Kari",Partial High School,Manual,2
8519,19518,Munich,Bavaria,"Arun, Clifford",Partial College,Clerical,2
8529,19528,Beaverton,Oregon,"Hall, Bailey",Partial College,Skilled Manual,3
8530,19529,Spokane,Washington,"Parker, Bailey",Graduate Degree,Professional,3
8531,19530,Burlingame,California,"Liang, Lisa",Graduate Degree,Professional,3
8532,19531,Colma,California,"Robinson, John",Graduate Degree,Professional,3
8533,19532,Daly City,California,"Brown, Victoria",Graduate Degree,Professional,3
8534,19533,La Jolla,California,"Long, Vanessa",Graduate Degree,Professional,3
8535,19534,La Jolla,California,"Torres, Adrian",Graduate Degree,Professional,3
8536,19535,National City,California,"Mitchell, Alex",Graduate Degree,Professional,3
8538,19537,Milwaukie,Oregon,"Brooks, Michelle",Partial College,Skilled Manual,3
8539,19538,Olympia,Washington,"Hall, Connor",Partial College,Skilled Manual,3
8540,19539,Colma,California,"Raji, Latoya",Partial College,Skilled Manual,3
8541,19540,Kirkland,Washington,"Richardson, Jade",Bachelors,Professional,3
8543,19542,Salem,Oregon,"Allen, Robert",Graduate Degree,Professional,3
8544,19543,Corvallis,Oregon,"Torres, Evan",Graduate Degree,Professional,3
8545,19544,Spring Valley,California,"Price, Katherine",Graduate Degree,Professional,3
8546,19545,National City,California,"Watson, Garrett",Bachelors,Professional,3
8548,19547,Imperial Beach,California,"Patterson, Lauren",Bachelors,Professional,3
8549,19548,Berkeley,California,"Howard, Kaitlyn",Bachelors,Professional,3
8550,19549,Marysville,Washington,"Sharma, Kevin",Bachelors,Professional,3
8551,19550,El Cajon,California,"Perez, Lucas",Bachelors,Professional,3
8552,19551,Redmond,Washington,"Alexander, Samuel",Graduate Degree,Professional,3
8553,19552,Burien,Washington,"Zhu, Margaret",Graduate Degree,Professional,3
8634,19633,Glendale,California,"Gray, Destiny",High School,Skilled Manual,3
8635,19634,Chula Vista,California,"Nath, Gregory",High School,Skilled Manual,3
8636,19635,Beaverton,Oregon,"Shan, Dawn",High School,Skilled Manual,3
8637,19636,Beaverton,Oregon,"Lee, Jessica",High School,Skilled Manual,3
8638,19637,Bellingham,Washington,"Long, Eduardo",High School,Skilled Manual,3
8639,19638,W. Linn,Oregon,"Peterson, Kimberly",High School,Skilled Manual,3
8640,19639,Chula Vista,California,"Gill, Victor",High School,Skilled Manual,3
8642,19641,Lake Oswego,Oregon,"Evans, Richard",Partial High School,Clerical,3
8644,19643,Portland,Oregon,"Watson, Jacqueline",High School,Skilled Manual,3
8645,19644,Chula Vista,California,"Gill, Gloria",Partial High School,Clerical,3
8650,19649,Kirkland,Washington,"Martin, Elizabeth",High School,Skilled Manual,3
8655,19654,Lebanon,Oregon,"Alexander, Richard",High School,Skilled Manual,3
8656,19655,West Covina,California,"Murphy, Cindy",Partial College,Skilled Manual,3
8657,19656,Grossmont,California,"Travers, Sydney",Partial College,Skilled Manual,3
8658,19657,Renton,Washington,"Griffin, Emily",Bachelors,Management,3
8659,19658,San Gabriel,California,"Russell, Dylan",Bachelors,Management,3
8660,19659,Long Beach,California,"Robinson, Wyatt",Partial College,Skilled Manual,3
8661,19660,Santa Cruz,California,"Hill, Devin",Bachelors,Management,3
8664,19663,Ballard,Washington,"Allen, Alex",Partial College,Skilled Manual,3
8665,19664,Portland,Oregon,"Alexander, Ethan",Bachelors,Management,3
8666,19665,Berkeley,California,"Gonzales, Eduardo",Graduate Degree,Management,3
8669,19668,Burien,Washington,"Patel, Erick",Partial College,Skilled Manual,3
8670,19669,Sedro Woolley,Washington,"Hill, Hailey",Partial College,Skilled Manual,3
8671,19670,Burbank,California,"Gutierrez, Erik",Partial College,Skilled Manual,3
8672,19671,Concord,California,"Davis, Michael",Partial College,Skilled Manual,3
8679,19678,Burien,Washington,"Rodriguez, Martin",Graduate Degree,Skilled Manual,3
8680,19679,Coronado,California,"Rana, Erick",Graduate Degree,Skilled Manual,3
8681,19680,Lebanon,Oregon,"King, Jan",Graduate Degree,Skilled Manual,3
8683,19682,Kirkland,Washington,"Kumar, Eric",Bachelors,Skilled Manual,3
8684,19683,Milwaukie,Oregon,"Parker, Marcus",Graduate Degree,Skilled Manual,3
8685,19684,Olympia,Washington,"Lee, Alexandra",Partial College,Professional,3
8686,19685,Beverly Hills,California,"Perez, Brandy",Bachelors,Management,3
8687,19686,Daly City,California,"Hernandez, Charles",Graduate Degree,Management,3
8688,19687,Newport Beach,California,"Coleman, Connor",Bachelors,Management,3
8689,19688,Palo Alto,California,"Baker, Timothy",Partial College,Professional,3
8690,19689,Spokane,Washington,"Gonzales, Elizabeth",Partial College,Professional,3
8691,19690,Santa Monica,California,"White, Robert",Graduate Degree,Management,3
8692,19691,Sedro Woolley,Washington,"Cox, Gabriella",Partial College,Professional,3
8693,19692,Beverly Hills,California,"Edwards, Aaron",Bachelors,Management,3
8695,19694,Edmonds,Washington,"Perez, Stephanie",Partial College,Professional,3
8696,19695,Oregon City,Oregon,"Gonzalez, Angel",Partial College,Professional,3
8697,19696,El Cajon,California,"Patterson, Adam",Partial College,Professional,3
8698,19697,Grossmont,California,"Wood, Isabella",High School,Professional,3
8699,19698,San Diego,California,"Barnes, Stephanie",Bachelors,Management,3
8701,19700,Burlingame,California,"Hall, Gabriel",Partial College,Professional,3
8709,19708,Colma,California,"Luo, April",Graduate Degree,Management,3
8712,19711,Milwaukie,Oregon,"Cooper, Devin",Partial College,Professional,3
8713,19712,Puyallup,Washington,"Phillips, Eric",Partial College,Professional,3
8714,19713,Redmond,Washington,"Stewart, Morgan",Partial College,Professional,3
8715,19714,Downey,California,"Price, Angela",High School,Professional,3
8716,19715,Imperial Beach,California,"Parker, Elijah",High School,Professional,3
8717,19716,San Gabriel,California,"Martin, Logan",Partial High School,Skilled Manual,3
8718,19717,Woodburn,Oregon,"Hill, Edward",Partial High School,Skilled Manual,3
8719,19718,Milwaukie,Oregon,"Butler, Taylor",High School,Professional,3
8720,19719,Novato,California,"Baker, Hunter",Graduate Degree,Management,3
8735,19734,San Diego,California,"Weisman, Natalie",Graduate Degree,Management,3
8736,19735,La Jolla,California,"Reed, Mackenzie",Graduate Degree,Management,3
8737,19736,San Francisco,California,"Kelly, Rachel",Graduate Degree,Management,3
8738,19737,Burien,Washington,"Ramirez, Erin",Graduate Degree,Management,3
8739,19738,Bellingham,Washington,"Martinez, Henry",Graduate Degree,Management,3
8740,19739,Chula Vista,California,"Perry, Lucas",Graduate Degree,Management,3
8741,19740,Bremerton,Washington,"Liang, Connie",Graduate Degree,Management,3
8742,19741,Everett,Washington,"Rivera, María",Graduate Degree,Management,3
8743,19742,Bellingham,Washington,"Russell, Alexia",Bachelors,Management,3
8744,19743,Bellingham,Washington,"Rana, Holly",Graduate Degree,Management,3
8745,19744,Colma,California,"Cai, Tamara",Graduate Degree,Management,3
8746,19745,National City,California,"Simmons, Kayla",Graduate Degree,Management,3
8748,19747,Concord,California,"Rai, Louis",Bachelors,Management,3
8750,19749,San Diego,California,"Jackson, Natalie",Partial College,Skilled Manual,3
8755,19754,Burien,Washington,"Rana, Francisco",Partial College,Skilled Manual,3
8756,19755,Spokane,Washington,"Foster, Lauren",Partial College,Skilled Manual,3
8757,19756,Chula Vista,California,"Yuan, Nicolas",Partial College,Skilled Manual,3
8759,19758,Woodland Hills,California,"Wright, Alex",Partial College,Skilled Manual,3
8760,19759,Redwood City,California,"Barnes, Sydney",Partial College,Skilled Manual,3
8761,19760,Grossmont,California,"Russell, Sydney",Partial College,Skilled Manual,3
8768,19767,Berkeley,California,"Serrano, Ross",Partial High School,Clerical,3
8769,19768,Colma,California,"Jackson, Christopher",Partial High School,Clerical,3
8770,19769,Long Beach,California,"Peterson, Andrea",Partial College,Skilled Manual,3
8775,19774,Olympia,Washington,"Davis, Brianna",High School,Skilled Manual,3
8776,19775,Chula Vista,California,"Cai, Alisha",High School,Skilled Manual,3
8777,19776,Daly City,California,"Murphy, Judith",High School,Skilled Manual,3
8778,19777,Los Angeles,California,"Thomas, Jonathan",Partial College,Skilled Manual,3
8804,19803,Bremerton,Washington,"Mehta, Jermaine",Partial High School,Skilled Manual,3
8809,19808,Grossmont,California,"Kelly, Brooke",Graduate Degree,Management,3
8810,19809,Lemon Grove,California,"Sharma, Eric",Graduate Degree,Management,3
8813,19812,Coronado,California,"Morgan, Sydney",Partial College,Professional,3
8814,19813,Issaquah,Washington,"Perez, Rebecca",Bachelors,Management,3
8815,19814,Burlingame,California,"Washington, Blake",Bachelors,Management,3
8816,19815,Sedro Woolley,Washington,"Thompson, Christian",Bachelors,Management,3
8817,19816,Beaverton,Oregon,"Brown, Lucas",Partial College,Professional,3
8819,19818,Grossmont,California,"Anderson, Brianna",High School,Professional,3
8820,19819,National City,California,"Brown, Andrew",High School,Professional,3
8821,19820,Lincoln Acres,California,"Coleman, Alexandra",High School,Professional,3
8822,19821,Beverly Hills,California,"Vazquez, Tabitha",Partial College,Professional,3
8825,19824,Bellingham,Washington,"Perry, Jordan",Partial College,Professional,3
8826,19825,Concord,California,"Ferrier, Gilbert",Bachelors,Management,3
8832,19831,San Carlos,California,"Green, Charles",Partial College,Skilled Manual,3
8833,19832,Chula Vista,California,"Hernandez, Sheila",High School,Skilled Manual,3
8834,19833,Corvallis,Oregon,"Kelly, Michelle",Bachelors,Management,3
8835,19834,Burien,Washington,"Sharma, Johnny",Bachelors,Management,3
8836,19835,Milwaukie,Oregon,"Allen, Jordan",Graduate Degree,Management,3
8838,19837,Berkeley,California,"Jimenez, Philip",Bachelors,Management,3
8839,19838,W. Linn,Oregon,"Ramirez, Jared",Bachelors,Management,3
8841,19840,Imperial Beach,California,"James, Jessica",Graduate Degree,Management,3
8842,19841,El Cajon,California,"Jenkins, Alexandria",Bachelors,Management,3
8843,19842,Bremerton,Washington,"Phillips, Katherine",Bachelors,Management,3
8844,19843,Grossmont,California,"Kumar, Connor",Bachelors,Management,3
8846,19845,Yakima,Washington,"Hernandez, Fernando",Bachelors,Management,3
8847,19846,Salem,Oregon,"Patterson, Seth",Bachelors,Management,3
8849,19848,Bremerton,Washington,"Malhotra, Bryant",Bachelors,Management,3
8850,19849,Bellflower,California,"Wu, Jorge",High School,Professional,3
8851,19850,Los Angeles,California,"Hill, Jeremiah",High School,Professional,3
8852,19851,Burbank,California,"Pal, Louis",Bachelors,Management,3
8853,19852,Lynnwood,Washington,"Carter, Eric",Bachelors,Management,3
8854,19853,Carson,California,"Ramos, Ricky",Bachelors,Management,3
8855,19854,Novato,California,"Hall, Katherine",Bachelors,Management,3
8857,19856,Burbank,California,"Madan, Tammy",Bachelors,Management,3
8858,19857,Santa Cruz,California,"Rogers, Megan",Bachelors,Management,3
8859,19858,Salem,Oregon,"Collins, Jenna",Bachelors,Management,3
8860,19859,Burlingame,California,"Zhao, Lisa",Bachelors,Management,3
8861,19860,Ballard,Washington,"Young, Sara",Partial College,Professional,3
8862,19861,Lake Oswego,Oregon,"Perry, Caroline",Partial College,Professional,3
8864,19863,Burien,Washington,"Powell, Paige",Partial College,Professional,3
8865,19864,Portland,Oregon,"Brooks, Isaiah",Partial College,Professional,3
8866,19865,Woodburn,Oregon,"Butler, Hailey",Partial College,Professional,3
8867,19866,Chula Vista,California,"Patel, Martin",Partial College,Professional,3
8868,19867,Chula Vista,California,"Sanchez, Juan",Partial College,Professional,3
8869,19868,Newport Beach,California,"Jenkins, Kyle",Bachelors,Management,3
8870,19869,West Covina,California,"Brooks, Carol",Partial College,Professional,3
8872,19871,Sedro Woolley,Washington,"Rivera, Bryce",Partial College,Professional,3
8876,19875,Bremerton,Washington,"James, Patrick",Partial College,Professional,3
8877,19876,Burlingame,California,"Edwards, Nathan",Partial College,Professional,3
8878,19877,Chula Vista,California,"Zheng, Steve",Partial College,Professional,3
8879,19878,La Jolla,California,"Jackson, Morgan",Partial College,Professional,3
8880,19879,Lemon Grove,California,"Green, Ian",Partial College,Professional,3
8881,19880,Oakland,California,"Bennett, Emma",Partial College,Professional,3
8882,19881,Santa Monica,California,"Long, Aidan",Bachelors,Management,3
8883,19882,Torrance,California,"Phillips, Richard",Bachelors,Management,3
8884,19883,Woodland Hills,California,"Young, Kevin",Bachelors,Management,3
8886,19885,Bellingham,Washington,"Turner, Isaac",High School,Professional,3
8887,19886,Kirkland,Washington,"Butler, Marcus",High School,Professional,3
8888,19887,Woodburn,Oregon,"Walker, Olivia",Partial College,Professional,3
8889,19888,Glendale,California,"Washington, Carson",Partial College,Professional,3
8890,19889,El Cajon,California,"Sanders, Catherine",Partial High School,Skilled Manual,3
8891,19890,Coronado,California,"Alvarez, Lee",Partial High School,Skilled Manual,3
8892,19891,Everett,Washington,"Morgan, Jennifer",High School,Professional,3
8893,19892,San Carlos,California,"Campbell, Richard",High School,Professional,3
8894,19893,Marysville,Washington,"Baker, Evan",High School,Professional,3
8895,19894,Bellingham,Washington,"Sharma, Elijah",High School,Professional,3
8896,19895,Burbank,California,"Jimenez, Ricky",High School,Professional,3
8897,19896,Oregon City,Oregon,"Thomas, Kaitlyn",High School,Professional,3
8898,19897,San Gabriel,California,"Nelson, Gabriella",Partial College,Professional,3
8899,19898,Stuttgart,Baden-Wuerttemberg,"Serrano, Desiree",Bachelors,Management,2
8901,19900,Bottrop,North Rhine-Westphalia,"Richardson, Zoe",High School,Professional,2
8902,19901,Sulzbach Taunus,Saar,"Sara, Ronald",Partial College,Professional,2
8905,19904,Ingolstadt,Bavaria,"Gray, Jasmine",High School,Professional,2
8910,19909,Bonn,North Rhine-Westphalia,"Chandra, Geoffrey",Partial College,Professional,2
8911,19910,Werne,North Rhine-Westphalia,"Rubio, Orlando",Partial College,Professional,2
8916,19915,Mühlheim am Main,Hesse,"McDonald, Claudia",Graduate Degree,Management,2
8922,19921,Munich,Bavaria,"Cai, Cara",Bachelors,Management,2
8925,19924,Ingolstadt,Bavaria,"Perez, Douglas",Partial High School,Professional,2
8926,19925,Kassel,Hesse,"Jenkins, Madison",Partial College,Professional,2
8931,19930,Mühlheim am Main,Hesse,"Tang, Tony",Partial College,Professional,2
8932,19931,Salzgitter,Lower Saxony,"Xu, Darryl",Bachelors,Management,2
8935,19934,Berlin,Berlin,"Blanco, Neil",High School,Professional,2
8936,19935,Poing,Bavaria,"Navarro, Clinton",Partial College,Professional,2
8937,19936,Bottrop,North Rhine-Westphalia,"Luo, Corey",Partial College,Management,2
8938,19937,Kassel,Hesse,"Gomez, Jimmy",Partial College,Management,2
8945,19944,Brunswick,Lower Saxony,"Suarez, Jonathon",Partial High School,Skilled Manual,2
8981,19980,Kirkland,Washington,"Carter, Alexandra",Partial College,Professional,3
8982,19981,Downey,California,"Russell, Kelly",Graduate Degree,Professional,3
8983,19982,Los Angeles,California,"Cox, Charles",Graduate Degree,Professional,3
8984,19983,Bellflower,California,"Martinez, Michael",Bachelors,Skilled Manual,3
8985,19984,El Cajon,California,"Morris, Sara",Bachelors,Skilled Manual,3
8986,19985,Bremerton,Washington,"Ma, Tamara",Bachelors,Skilled Manual,3
8987,19986,Colma,California,"Huang, Jamie",Bachelors,Skilled Manual,3
8991,19990,Burbank,California,"Rai, Peter",Graduate Degree,Professional,3
8992,19991,Chula Vista,California,"Thomas, Jacob",Graduate Degree,Professional,3
8993,19992,Newport Beach,California,"Hill, Stephanie",Graduate Degree,Professional,3
8994,19993,Kirkland,Washington,"Russell, Nathan",Graduate Degree,Professional,3
8995,19994,Novato,California,"King, Madeline",Bachelors,Skilled Manual,3
8996,19995,Redwood City,California,"Gonzales, Jordyn",Bachelors,Skilled Manual,3
8997,19996,Burien,Washington,"She, Grant",Bachelors,Skilled Manual,3
8999,19998,Colma,California,"Liu, Laura",High School,Skilled Manual,3
9000,19999,La Jolla,California,"Brooks, Danielle",Bachelors,Professional,3
9002,20001,Marysville,Washington,"Hill, Jordan",Graduate Degree,Professional,3
9003,20002,Berkeley,California,"White, Elizabeth",Graduate Degree,Professional,3
9004,20003,Beverly Hills,California,"Gonzalez, Dalton",Graduate Degree,Professional,3
9005,20004,Concord,California,"Perez, Kaitlin",Graduate Degree,Professional,3
9006,20005,Downey,California,"Zhang, Kevin",Bachelors,Skilled Manual,3
9007,20006,Woodburn,Oregon,"Morris, Grace",Bachelors,Skilled Manual,3
9009,20008,National City,California,"Foster, Jack",Graduate Degree,Professional,3
9010,20009,West Covina,California,"Walker, Noah",Graduate Degree,Professional,3
9011,20010,San Diego,California,"Carter, Jackson",Graduate Degree,Professional,3
9012,20011,Lake Oswego,Oregon,"Sanders, Eduardo",Graduate Degree,Professional,3
9013,20012,Bellflower,California,"Robinson, Jessica",Graduate Degree,Professional,3
9014,20013,Corvallis,Oregon,"Hughes, Jocelyn",Graduate Degree,Professional,3
9015,20014,Chula Vista,California,"Blanco, Anne",Graduate Degree,Professional,3
9016,20015,Lakewood,California,"King, Jenna",Graduate Degree,Professional,3
9017,20016,W. Linn,Oregon,"Kelly, Katherine",Bachelors,Professional,3
9018,20017,Fremont,California,"Sanders, Anna",Bachelors,Professional,3
9019,20018,Renton,Washington,"Gray, Lauren",Bachelors,Skilled Manual,3
9020,20019,Lynnwood,Washington,"Diaz, Brittany",Bachelors,Skilled Manual,3
9021,20020,Los Angeles,California,"Foster, Jacqueline",Bachelors,Skilled Manual,3
9023,20022,Colma,California,"Perry, Arthur",Bachelors,Skilled Manual,3
9025,20024,Lemon Grove,California,"Miller, Fernando",Bachelors,Professional,3
9026,20025,Everett,Washington,"Bell, Bryce",Bachelors,Professional,3
9027,20026,Yakima,Washington,"Richardson, Jasmine",Bachelors,Professional,3
9028,20027,Glendale,California,"Murphy, Danielle",Bachelors,Skilled Manual,3
9029,20028,Redwood City,California,"Flores, Angela",Bachelors,Skilled Manual,3
9030,20029,Los Angeles,California,"Evans, Jan",Bachelors,Skilled Manual,3
9031,20030,Burlingame,California,"Harris, Alexander",Bachelors,Skilled Manual,3
9032,20031,Burlingame,California,"James, Devin",Bachelors,Skilled Manual,3
9033,20032,Tacoma,Washington,"Walker, Marcus",Bachelors,Skilled Manual,3
9034,20033,Santa Monica,California,"Turner, Carlos",Bachelors,Professional,3
9037,20036,Colma,California,"Tang, Kate",Bachelors,Professional,3
9038,20037,Lincoln Acres,California,"Sanchez, Alyssa",Bachelors,Professional,3
9039,20038,Oakland,California,"Price, Taylor",Bachelors,Professional,3
9040,20039,Sedro Woolley,Washington,"Evans, Stephanie",Bachelors,Professional,3
9041,20040,Mill Valley,California,"Rivera, Victoria",Graduate Degree,Professional,3
9044,20043,Ingolstadt,Bavaria,"Zheng, Brent",Partial High School,Manual,2
9052,20051,Berlin,Berlin,"Dominguez, Linda",Partial College,Clerical,2
9057,20056,Berlin,Berlin,"She, Johnny",Partial High School,Manual,2
9063,20062,Stuttgart,Baden-Wuerttemberg,"Carson, Russell",High School,Manual,2
9065,20064,Berlin,Berlin,"Prasad, Whitney",Partial College,Clerical,2
9066,20065,Kassel,Hesse,"Lal, Grant",Partial College,Clerical,2
9067,20066,Lynnwood,Washington,"White, Marcus",Partial College,Clerical,3
9068,20067,Redwood City,California,"Thompson, Destiny",Partial College,Clerical,3
9069,20068,Novato,California,"Peterson, Alexandria",Partial College,Clerical,3
9070,20069,Santa Monica,California,"Smith, Jessica",Graduate Degree,Skilled Manual,3
9075,20074,Concord,California,"Madan, Preston",High School,Manual,3
9077,20076,Burbank,California,"Vazquez, Beth",High School,Manual,3
9078,20077,Coronado,California,"Coleman, Aidan",High School,Manual,3
9079,20078,Oregon City,Oregon,"Lee, Jose",High School,Manual,3
9080,20079,Beaverton,Oregon,"Taylor, Alexandra",High School,Manual,3
9081,20080,Burien,Washington,"Stewart, Maria",High School,Manual,3
9082,20081,Burien,Washington,"Xie, Jerry",High School,Manual,3
9084,20083,Beverly Hills,California,"Kumar, Terry",High School,Manual,3
9089,20088,Issaquah,Washington,"Lewis, Jose",Partial High School,Clerical,3
9090,20089,Renton,Washington,"Powell, Luis",High School,Manual,3
9091,20090,Concord,California,"Edwards, Blake",High School,Clerical,3
9092,20091,Coronado,California,"Parker, Andrea",High School,Clerical,3
9095,20094,Beverly Hills,California,"Chande, Lindsey",High School,Clerical,3
9096,20095,Los Angeles,California,"Flores, Ana",High School,Clerical,3
9099,20098,El Cajon,California,"Lewis, Alexis",High School,Skilled Manual,3
9100,20099,Burlingame,California,"Xie, Devon",High School,Skilled Manual,3
9101,20100,Long Beach,California,"Watson, Jesse",High School,Skilled Manual,3
9102,20101,Oregon City,Oregon,"Hayes, Devin",High School,Skilled Manual,3
9103,20102,Renton,Washington,"Jenkins, Arianna",High School,Skilled Manual,3
9106,20105,La Jolla,California,"Taylor, Alexis",High School,Skilled Manual,3
9108,20107,Renton,Washington,"Morris, Danielle",Partial College,Clerical,3
9109,20108,Burien,Washington,"Gao, Glenn",Partial College,Clerical,3
9110,20109,Newport Beach,California,"Stewart, Katelyn",Partial College,Clerical,3
9111,20110,Woodland Hills,California,"Perry, Austin",Partial College,Clerical,3
9112,20111,Burbank,California,"Zhu, Brittney",Partial College,Clerical,3
9113,20112,Torrance,California,"James, Shelby",Graduate Degree,Skilled Manual,3
9114,20113,Port Orchard,Washington,"Murphy, Christina",Graduate Degree,Skilled Manual,3
9115,20114,Renton,Washington,"Thompson, Joseph",Graduate Degree,Skilled Manual,3
9116,20115,Lemon Grove,California,"Jones, Megan",Partial College,Clerical,3
9122,20121,Salem,Oregon,"Butler, Dylan",Graduate Degree,Skilled Manual,3
9123,20122,Downey,California,"Bailey, Jeremy",Graduate Degree,Skilled Manual,3
9124,20123,Grossmont,California,"Gonzalez, Aaron",Graduate Degree,Skilled Manual,3
9125,20124,Redwood City,California,"Coleman, Natalie",Graduate Degree,Skilled Manual,3
9126,20125,Kirkland,Washington,"Clark, Natalie",Graduate Degree,Skilled Manual,3
9127,20126,Santa Cruz,California,"Carter, Seth",Graduate Degree,Skilled Manual,3
9128,20127,Corvallis,Oregon,"Sanders, Carlos",Graduate Degree,Skilled Manual,3
9129,20128,Woodburn,Oregon,"Miller, Ian",Graduate Degree,Skilled Manual,3
9130,20129,Beaverton,Oregon,"Stewart, Nicole",Graduate Degree,Skilled Manual,3
9133,20132,Berlin,Berlin,"Shen, Jenny",Graduate Degree,Manual,2
9136,20135,Ingolstadt,Bavaria,"Price, Grace",Bachelors,Manual,2
9138,20137,Salzgitter,Lower Saxony,"Fernandez, Jarrod",Bachelors,Manual,2
9139,20138,Dresden,Saxony,"Moreno, Kendra",Graduate Degree,Clerical,2
9140,20139,Santa Monica,California,"Wright, Connor",Bachelors,Manual,3
9141,20140,Essen,North Rhine-Westphalia,"Navarro, Joe",Bachelors,Manual,2
9144,20143,Dresden,Saxony,"Suarez, Jimmy",Partial College,Manual,2
9145,20144,Poing,Bavaria,"Lin, Roger",Partial College,Manual,2
9163,20162,Bottrop,North Rhine-Westphalia,"Nath, Kelsey",Partial College,Manual,2
9164,20163,Frankfurt,Hesse,"Zhang, Krystal",Partial College,Manual,2
9167,20166,Frankfurt,Hesse,"Gutierrez, Monique",Graduate Degree,Clerical,2
9169,20168,Berlin,Berlin,"Serrano, Jessie",High School,Manual,2
9170,20169,Saarlouis,Saar,"Gray, Garrett",Partial College,Manual,2
9172,20171,Kassel,Hesse,"King, Bailey",Partial College,Manual,2
9175,20174,Berlin,Berlin,"Gonzalez, Douglas",Partial High School,Manual,2
9177,20176,Darmstadt,Hesse,"Alexander, Antonio",Partial High School,Manual,2
9181,20180,Lemon Grove,California,"Sanders, Amanda",Partial College,Skilled Manual,3
9182,20181,National City,California,"Brooks, Catherine",Partial College,Skilled Manual,3
9184,20183,Lebanon,Oregon,"Allen, Sophia",Partial College,Skilled Manual,3
9185,20184,Beaverton,Oregon,"Richardson, Jessica",High School,Skilled Manual,3
9186,20185,El Cajon,California,"Cooper, Xavier",High School,Skilled Manual,3
9188,20187,Spring Valley,California,"King, Robert",Partial College,Skilled Manual,3
9191,20190,Olympia,Washington,"Reed, Angela",Partial College,Skilled Manual,3
9192,20191,Berkeley,California,"Rai, Chad",Graduate Degree,Professional,3
9193,20192,Berkeley,California,"Campbell, Amber",Graduate Degree,Professional,3
9194,20193,Mill Valley,California,"Gray, Alyssa",Graduate Degree,Professional,3
9195,20194,San Diego,California,"Campbell, Connor",Partial College,Skilled Manual,3
9196,20195,Edmonds,Washington,"Wilson, Blake",Partial College,Skilled Manual,3
9197,20196,Oregon City,Oregon,"Perry, Cameron",Partial College,Skilled Manual,3
9198,20197,Lake Oswego,Oregon,"Johnson, Olivia",Partial College,Skilled Manual,3
9199,20198,Novato,California,"Evans, Sierra",Bachelors,Professional,3
9200,20199,Newport Beach,California,"Cook, Hailey",Graduate Degree,Professional,3
9201,20200,Sedro Woolley,Washington,"Gonzales, Noah",Graduate Degree,Professional,3
9202,20201,Lemon Grove,California,"Harris, Chloe",Graduate Degree,Professional,3
9204,20203,Beaverton,Oregon,"Blanco, Roy",Graduate Degree,Professional,3
9205,20204,Berkeley,California,"Carlson, Renee",Graduate Degree,Professional,3
9206,20205,Beaverton,Oregon,"Cox, Bryce",Bachelors,Professional,3
9208,20207,La Jolla,California,"Bailey, Angel",Bachelors,Professional,3
9211,20210,Oregon City,Oregon,"Powell, Stephanie",Graduate Degree,Professional,3
9271,20270,Imperial Beach,California,"Phillips, Kevin",High School,Skilled Manual,3
9272,20271,Berkeley,California,"Fernandez, Barry",High School,Skilled Manual,3
9273,20272,Bellingham,Washington,"James, Seth",High School,Skilled Manual,3
9275,20274,Ballard,Washington,"Wang, Brent",High School,Skilled Manual,3
9276,20275,Lake Oswego,Oregon,"Kelly, Angela",High School,Skilled Manual,3
9277,20276,Seattle,Washington,"Sanchez, Haley",High School,Skilled Manual,3
9279,20278,Concord,California,"Oliver, Alisha",High School,Skilled Manual,3
9280,20279,Grossmont,California,"Henderson, Trevor",High School,Skilled Manual,3
9282,20281,Ballard,Washington,"Xie, Karl",High School,Skilled Manual,3
9286,20285,Kirkland,Washington,"Alexander, Aaron",High School,Skilled Manual,3
9287,20286,Bellflower,California,"Wu, Stacey",Partial College,Skilled Manual,3
9288,20287,Chula Vista,California,"Simmons, Destiny",Partial College,Skilled Manual,3
9289,20288,Imperial Beach,California,"Edwards, Jeremiah",Partial College,Skilled Manual,3
